public_ml_feature_scaffold_version,public_product_role,ml_row_grain,object_id,permit_number,api_number,well_name,field,pool,lat,lon,current_status,hydrate_assessment_codes,hydrate_assessment_unit_count,within_hydrate_assessment_unit,tvd_m,depth_source,depth_basis_ft,depth_available,permafrost_base_m,permafrost_control_code,permafrost_control_distance_km,permafrost_confidence,well_depth_exceeds_nearest_permafrost_control,well_depth_minus_permafrost_control_m,temperature_profile_matched,temperature_profile_code,temperature_profile_file,temperature_profile_count_for_code,temperature_profile_max_depth_m,temperature_gradient_c_per_100m,temperature_gradient_source,temperature_profile_link_method,temperature_at_permafrost_control_c,temperature_at_permafrost_control_method,temperature_at_permafrost_control_status,temperature_at_permafrost_control_extrapolated,temperature_at_permafrost_control_extrapolation_m,temperature_at_depth_basis_c,temperature_at_depth_basis_method,temperature_at_depth_basis_status,temperature_at_depth_basis_extrapolated,temperature_at_depth_basis_extrapolation_m,pressure_model_id,pressure_at_tvd_mpa_absolute,pressure_at_permafrost_control_mpa_absolute,phase_curve_id,phase_curve_role,phase_curve_allowed_use,gas_composition_assumption,gas_methane_mol_pct,salinity_ppt_assumption,stability_input_readiness,stability_result_status,stability_confidence,stability_interval_calculated,no_stable_interval_under_baseline,stability_top_m,stability_base_m,stability_thickness_m,well_penetrated_stability_thickness_m,reaches_stability_zone,caveat_codes,blank_or_block_reason,public_ml_feature_readiness,ml_training_readiness,hydrate_occurrence_label_status,hydrate_saturation_label_status,allowed_ml_use,prohibited_ml_use,label_guardrail
2026-06-15.v1,public_ml_feature_scaffold_not_training_labels,one_public_well,2900,1852770,50029214870000,PRUDHOE BAY UNIT H-26,PRUDHOE BAY,PRUDHOE OIL,70.29890469,-148.84317781,Plugged & Abandoned,50010201,1,True,2816.9616,TrueVertic,9242.0,True,619,PBF,3.340969412303754,permafrost_point_control_only,True,2197.9616,False,,,,,,deepest_window_g10015_inventory,no_matching_g10015_profile_for_nearest_ggd223_code,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,hydrostatic_freshwater_surface_absolute_v1,27.72628147464,6.17164135,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,5.0,needs_temperature_profile_match,blocked_missing_temperature_profile,blocked_missing_inputs,False,False,,,,,False,hydrostatic_pressure_assumed;phase_curve_methane_5ppt;permafrost_point_control_only;om222_not_digitized;not_hydrate_proof;temperature_profile_missing,blocked_missing_temperature_profile,blocked_missing_temperature_profile,not_training_ready_no_validated_hydrate_labels,not_available_in_public_scaffold,not_available_in_public_scaffold,feature_engineering_and_coverage_readiness_only,hydrate_presence_absence_label;hydrate_saturation_label;validated_model_training;sweet_spot_ranking,"baseline stability screen may be used as a physics-derived feature, not as hydrate occurrence or saturation ground truth"
2026-06-15.v1,public_ml_feature_scaffold_not_training_labels,one_public_well,2901,2142050,50029214870100,PRUDHOE BAY UNIT H-26A,PRUDHOE BAY,PRUDHOE OIL,70.29890469,-148.84317776,"Oil well, single completion",50010201,1,True,2759.6592,TrueVertic,9054.0,True,619,PBF,3.3409708752441447,permafrost_point_control_only,True,2140.6592,False,,,,,,deepest_window_g10015_inventory,no_matching_g10015_profile_for_nearest_ggd223_code,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,hydrostatic_freshwater_surface_absolute_v1,27.16433689368,6.17164135,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,5.0,needs_temperature_profile_match,blocked_missing_temperature_profile,blocked_missing_inputs,False,False,,,,,False,hydrostatic_pressure_assumed;phase_curve_methane_5ppt;permafrost_point_control_only;om222_not_digitized;not_hydrate_proof;temperature_profile_missing,blocked_missing_temperature_profile,blocked_missing_temperature_profile,not_training_ready_no_validated_hydrate_labels,not_available_in_public_scaffold,not_available_in_public_scaffold,feature_engineering_and_coverage_readiness_only,hydrate_presence_absence_label;hydrate_saturation_label;validated_model_training;sweet_spot_ranking,"baseline stability screen may be used as a physics-derived feature, not as hydrate occurrence or saturation ground truth"
2026-06-15.v1,public_ml_feature_scaffold_not_training_labels,one_public_well,1657,1820490,50029207850000,PRUDHOE BAY UNIT C-18,PRUDHOE BAY,PRUDHOE OIL,70.29885281,-148.67307871,Plugged & Abandoned,50010201,1,True,2726.1312000000003,TrueVertic,8944.0,True,649,PBG,3.3426697600231723,permafrost_point_control_only,True,2077.1312000000003,False,,,,,,deepest_window_g10015_inventory,no_matching_g10015_profile_for_nearest_ggd223_code,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,hydrostatic_freshwater_surface_absolute_v1,26.83553953248,6.46584085,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,5.0,needs_temperature_profile_match,blocked_missing_temperature_profile,blocked_missing_inputs,False,False,,,,,False,hydrostatic_pressure_assumed;phase_curve_methane_5ppt;permafrost_point_control_only;om222_not_digitized;not_hydrate_proof;temperature_profile_missing,blocked_missing_temperature_profile,blocked_missing_temperature_profile,not_training_ready_no_validated_hydrate_labels,not_available_in_public_scaffold,not_available_in_public_scaffold,feature_engineering_and_coverage_readiness_only,hydrate_presence_absence_label;hydrate_saturation_label;validated_model_training;sweet_spot_ranking,"baseline stability screen may be used as a physics-derived feature, not as hydrate occurrence or saturation ground truth"
2026-06-15.v1,public_ml_feature_scaffold_not_training_labels,one_public_well,1658,1991290,50029207850100,PRUDHOE BAY UNIT C-18A,PRUDHOE BAY,PRUDHOE OIL,70.29885281,-148.67307871,Plugged & Abandoned,50010201,1,True,2691.384,TrueVertic,8830.0,True,649,PBG,3.3426697600231723,permafrost_point_control_only,True,2042.384,False,,,,,,deepest_window_g10015_inventory,no_matching_g10015_profile_for_nearest_ggd223_code,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,hydrostatic_freshwater_surface_absolute_v1,26.4947859036,6.46584085,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,5.0,needs_temperature_profile_match,blocked_missing_temperature_profile,blocked_missing_inputs,False,False,,,,,False,hydrostatic_pressure_assumed;phase_curve_methane_5ppt;permafrost_point_control_only;om222_not_digitized;not_hydrate_proof;temperature_profile_missing,blocked_missing_temperature_profile,blocked_missing_temperature_profile,not_training_ready_no_validated_hydrate_labels,not_available_in_public_scaffold,not_available_in_public_scaffold,feature_engineering_and_coverage_readiness_only,hydrate_presence_absence_label;hydrate_saturation_label;validated_model_training;sweet_spot_ranking,"baseline stability screen may be used as a physics-derived feature, not as hydrate occurrence or saturation ground truth"
2026-06-15.v1,public_ml_feature_scaffold_not_training_labels,one_public_well,1659,2090710,50029207850200,PRUDHOE BAY UNIT C-18B,PRUDHOE BAY,"PRUDHOE OIL, BROOKIAN UND OIL",70.29885281,-148.67307867,"Oil well, single completion",50010201,1,True,2686.8120000000004,TrueVertic,8815.0,True,649,PBG,3.3426697645092367,permafrost_point_control_only,True,2037.8120000000004,False,,,,,,deepest_window_g10015_inventory,no_matching_g10015_profile_for_nearest_ggd223_code,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,hydrostatic_freshwater_surface_absolute_v1,26.449949899800004,6.46584085,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,5.0,needs_temperature_profile_match,blocked_missing_temperature_profile,blocked_missing_inputs,False,False,,,,,False,hydrostatic_pressure_assumed;phase_curve_methane_5ppt;permafrost_point_control_only;om222_not_digitized;not_hydrate_proof;temperature_profile_missing,blocked_missing_temperature_profile,blocked_missing_temperature_profile,not_training_ready_no_validated_hydrate_labels,not_available_in_public_scaffold,not_available_in_public_scaffold,feature_engineering_and_coverage_readiness_only,hydrate_presence_absence_label;hydrate_saturation_label;validated_model_training;sweet_spot_ranking,"baseline stability screen may be used as a physics-derived feature, not as hydrate occurrence or saturation ground truth"
2026-06-15.v1,public_ml_feature_scaffold_not_training_labels,one_public_well,814,1790510,50029203870000,PRUDHOE BAY UNIT C-12,PRUDHOE BAY,PRUDHOE OIL,70.29885008,-148.67064927,Plugged & Abandoned,50010201,1,True,2801.7216000000003,TrueVertic,9192.0,True,649,PBG,3.3439427017423946,permafrost_point_control_only,True,2152.7216000000003,False,,,,,,deepest_window_g10015_inventory,no_matching_g10015_profile_for_nearest_ggd223_code,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,hydrostatic_freshwater_surface_absolute_v1,27.576828128640003,6.46584085,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,5.0,needs_temperature_profile_match,blocked_missing_temperature_profile,blocked_missing_inputs,False,False,,,,,False,hydrostatic_pressure_assumed;phase_curve_methane_5ppt;permafrost_point_control_only;om222_not_digitized;not_hydrate_proof;temperature_profile_missing,blocked_missing_temperature_profile,blocked_missing_temperature_profile,not_training_ready_no_validated_hydrate_labels,not_available_in_public_scaffold,not_available_in_public_scaffold,feature_engineering_and_coverage_readiness_only,hydrate_presence_absence_label;hydrate_saturation_label;validated_model_training;sweet_spot_ranking,"baseline stability screen may be used as a physics-derived feature, not as hydrate occurrence or saturation ground truth"
2026-06-15.v1,public_ml_feature_scaffold_not_training_labels,one_public_well,815,1981160,50029203870100,PRUDHOE BAY UNIT C-12A,PRUDHOE BAY,PRUDHOE OIL,70.29885008,-148.67064927,Plugged & Abandoned,50010201,1,True,2751.4296,TrueVertic,9027.0,True,649,PBG,3.3439427017423946,permafrost_point_control_only,True,2102.4296,False,,,,,,deepest_window_g10015_inventory,no_matching_g10015_profile_for_nearest_ggd223_code,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,hydrostatic_freshwater_surface_absolute_v1,27.08363208684,6.46584085,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,5.0,needs_temperature_profile_match,blocked_missing_temperature_profile,blocked_missing_inputs,False,False,,,,,False,hydrostatic_pressure_assumed;phase_curve_methane_5ppt;permafrost_point_control_only;om222_not_digitized;not_hydrate_proof;temperature_profile_missing,blocked_missing_temperature_profile,blocked_missing_temperature_profile,not_training_ready_no_validated_hydrate_labels,not_available_in_public_scaffold,not_available_in_public_scaffold,feature_engineering_and_coverage_readiness_only,hydrate_presence_absence_label;hydrate_saturation_label;validated_model_training;sweet_spot_ranking,"baseline stability screen may be used as a physics-derived feature, not as hydrate occurrence or saturation ground truth"
2026-06-15.v1,public_ml_feature_scaffold_not_training_labels,one_public_well,816,2090850,50029203870200,PRUDHOE BAY UNIT C-12B,PRUDHOE BAY,PRUDHOE OIL,70.29885008,-148.67064924,Plugged & Abandoned,50010201,1,True,2751.7344000000003,TrueVertic,9028.0,True,649,PBG,3.343942737192386,permafrost_point_control_only,True,2102.7344000000003,False,,,,,,deepest_window_g10015_inventory,no_matching_g10015_profile_for_nearest_ggd223_code,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,hydrostatic_freshwater_surface_absolute_v1,27.086621153760003,6.46584085,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,5.0,needs_temperature_profile_match,blocked_missing_temperature_profile,blocked_missing_inputs,False,False,,,,,False,hydrostatic_pressure_assumed;phase_curve_methane_5ppt;permafrost_point_control_only;om222_not_digitized;not_hydrate_proof;temperature_profile_missing,blocked_missing_temperature_profile,blocked_missing_temperature_profile,not_training_ready_no_validated_hydrate_labels,not_available_in_public_scaffold,not_available_in_public_scaffold,feature_engineering_and_coverage_readiness_only,hydrate_presence_absence_label;hydrate_saturation_label;validated_model_training;sweet_spot_ranking,"baseline stability screen may be used as a physics-derived feature, not as hydrate occurrence or saturation ground truth"
2026-06-15.v1,public_ml_feature_scaffold_not_training_labels,one_public_well,6484,2181520,50029236150000,MILNE PT UNIT E-35,MILNE POINT,SCHRADER BLUFF OIL,70.45442383,-149.43345846,"Oil well, single completion",50010201; 50010202,2,True,1329.5376,TrueVertic,4362.0,True,536,CND2,3.345336009627851,permafrost_point_control_only,True,793.5376000000001,False,,,,,,deepest_window_g10015_inventory,no_matching_g10015_profile_for_nearest_ggd223_code,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,hydrostatic_freshwater_surface_absolute_v1,13.13963490504,5.3576894,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,5.0,needs_temperature_profile_match,blocked_missing_temperature_profile,blocked_missing_inputs,False,False,,,,,False,hydrostatic_pressure_assumed;phase_curve_methane_5ppt;permafrost_point_control_only;om222_not_digitized;not_hydrate_proof;temperature_profile_missing,blocked_missing_temperature_profile,blocked_missing_temperature_profile,not_training_ready_no_validated_hydrate_labels,not_available_in_public_scaffold,not_available_in_public_scaffold,feature_engineering_and_coverage_readiness_only,hydrate_presence_absence_label;hydrate_saturation_label;validated_model_training;sweet_spot_ranking,"baseline stability screen may be used as a physics-derived feature, not as hydrate occurrence or saturation ground truth"
2026-06-15.v1,public_ml_feature_scaffold_not_training_labels,one_public_well,4299,1911270,50029222220000,PRUDHOE BAY UNIT 02-35,PRUDHOE BAY,PRUDHOE OIL,70.26923356,-148.48236067,Plugged & Abandoned,50010201,1,True,2747.4672,TrueVertic,9014.0,True,619,PBM,3.345366395548675,permafrost_point_control_only,True,2128.4672,False,,,,,,deepest_window_g10015_inventory,no_matching_g10015_profile_for_nearest_ggd223_code,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,hydrostatic_freshwater_surface_absolute_v1,27.04477421688,6.17164135,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,5.0,needs_temperature_profile_match,blocked_missing_temperature_profile,blocked_missing_inputs,False,False,,,,,False,hydrostatic_pressure_assumed;phase_curve_methane_5ppt;permafrost_point_control_only;om222_not_digitized;not_hydrate_proof;temperature_profile_missing,blocked_missing_temperature_profile,blocked_missing_temperature_profile,not_training_ready_no_validated_hydrate_labels,not_available_in_public_scaffold,not_available_in_public_scaffold,feature_engineering_and_coverage_readiness_only,hydrate_presence_absence_label;hydrate_saturation_label;validated_model_training;sweet_spot_ranking,"baseline stability screen may be used as a physics-derived feature, not as hydrate occurrence or saturation ground truth"
2026-06-15.v1,public_ml_feature_scaffold_not_training_labels,one_public_well,6924,1851680,50103200430000,KUPARUK RIV UNIT 2H-05,KUPARUK RIVER,KUPARUK RIVER OIL,70.27105486,-150.01135984,"Oil well, single completion",50010201; 50010202,2,True,1965.6552,TrueVertic,6449.0,True,464,WK14,3.346691247525243,permafrost_point_control_only,True,1501.6552,False,,,,,,deepest_window_g10015_inventory,no_matching_g10015_profile_for_nearest_ggd223_code,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,hydrostatic_freshwater_surface_absolute_v1,19.37781756708,4.651610600000001,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,5.0,needs_temperature_profile_match,blocked_missing_temperature_profile,blocked_missing_inputs,False,False,,,,,False,hydrostatic_pressure_assumed;phase_curve_methane_5ppt;permafrost_point_control_only;om222_not_digitized;not_hydrate_proof;temperature_profile_missing,blocked_missing_temperature_profile,blocked_missing_temperature_profile,not_training_ready_no_validated_hydrate_labels,not_available_in_public_scaffold,not_available_in_public_scaffold,feature_engineering_and_coverage_readiness_only,hydrate_presence_absence_label;hydrate_saturation_label;validated_model_training;sweet_spot_ranking,"baseline stability screen may be used as a physics-derived feature, not as hydrate occurrence or saturation ground truth"
2026-06-15.v1,public_ml_feature_scaffold_not_training_labels,one_public_well,5199,1970050,50029227340000,MILNE PT UNIT E-14,MILNE POINT,KUPARUK RIVER OIL,70.45441294,-149.43507428,Plugged & Abandoned,50010201; 50010202,2,True,2225.04,TrueVertic,7300.0,True,536,CND2,3.3471801750736656,permafrost_point_control_only,True,1689.04,False,,,,,,deepest_window_g10015_inventory,no_matching_g10015_profile_for_nearest_ggd223_code,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,hydrostatic_freshwater_surface_absolute_v1,21.921513516,5.3576894,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,5.0,needs_temperature_profile_match,blocked_missing_temperature_profile,blocked_missing_inputs,False,False,,,,,False,hydrostatic_pressure_assumed;phase_curve_methane_5ppt;permafrost_point_control_only;om222_not_digitized;not_hydrate_proof;temperature_profile_missing,blocked_missing_temperature_profile,blocked_missing_temperature_profile,not_training_ready_no_validated_hydrate_labels,not_available_in_public_scaffold,not_available_in_public_scaffold,feature_engineering_and_coverage_readiness_only,hydrate_presence_absence_label;hydrate_saturation_label;validated_model_training;sweet_spot_ranking,"baseline stability screen may be used as a physics-derived feature, not as hydrate occurrence or saturation ground truth"
2026-06-15.v1,public_ml_feature_scaffold_not_training_labels,one_public_well,5200,2091280,50029227340100,MILNE PT UNIT E-14A,MILNE POINT,KUPARUK RIVER OIL,70.45441291,-149.43507423,"Oil well, single completion",50010201; 50010202,2,True,2170.176,TrueVertic,7120.0,True,536,CND2,3.3471834193298027,permafrost_point_control_only,True,1634.176,False,,,,,,deepest_window_g10015_inventory,no_matching_g10015_profile_for_nearest_ggd223_code,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,hydrostatic_freshwater_surface_absolute_v1,21.3834814704,5.3576894,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,5.0,needs_temperature_profile_match,blocked_missing_temperature_profile,blocked_missing_inputs,False,False,,,,,False,hydrostatic_pressure_assumed;phase_curve_methane_5ppt;permafrost_point_control_only;om222_not_digitized;not_hydrate_proof;temperature_profile_missing,blocked_missing_temperature_profile,blocked_missing_temperature_profile,not_training_ready_no_validated_hydrate_labels,not_available_in_public_scaffold,not_available_in_public_scaffold,feature_engineering_and_coverage_readiness_only,hydrate_presence_absence_label;hydrate_saturation_label;validated_model_training;sweet_spot_ranking,"baseline stability screen may be used as a physics-derived feature, not as hydrate occurrence or saturation ground truth"
2026-06-15.v1,public_ml_feature_scaffold_not_training_labels,one_public_well,4300,1970960,50029222220100,PRUDHOE BAY UNIT 02-35A,PRUDHOE BAY,PRUDHOE OIL,70.26915984,-148.48236054,Plugged & Abandoned,50010201,1,True,2747.4672,TrueVertic,9014.0,True,619,PBM,3.347790654560681,permafrost_point_control_only,True,2128.4672,False,,,,,,deepest_window_g10015_inventory,no_matching_g10015_profile_for_nearest_ggd223_code,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,hydrostatic_freshwater_surface_absolute_v1,27.04477421688,6.17164135,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,5.0,needs_temperature_profile_match,blocked_missing_temperature_profile,blocked_missing_inputs,False,False,,,,,False,hydrostatic_pressure_assumed;phase_curve_methane_5ppt;permafrost_point_control_only;om222_not_digitized;not_hydrate_proof;temperature_profile_missing,blocked_missing_temperature_profile,blocked_missing_temperature_profile,not_training_ready_no_validated_hydrate_labels,not_available_in_public_scaffold,not_available_in_public_scaffold,feature_engineering_and_coverage_readiness_only,hydrate_presence_absence_label;hydrate_saturation_label;validated_model_training;sweet_spot_ranking,"baseline stability screen may be used as a physics-derived feature, not as hydrate occurrence or saturation ground truth"
2026-06-15.v1,public_ml_feature_scaffold_not_training_labels,one_public_well,4301,2060020,50029222220200,PRUDHOE BAY UNIT 02-35B,PRUDHOE BAY,PRUDHOE OIL,70.26915984,-148.48236054,"Oil well, single completion",50010201,1,True,2746.8576000000003,TrueVertic,9012.0,True,619,PBM,3.347790654560681,permafrost_point_control_only,True,2127.8576000000003,False,,,,,,deepest_window_g10015_inventory,no_matching_g10015_profile_for_nearest_ggd223_code,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,hydrostatic_freshwater_surface_absolute_v1,27.03879608304,6.17164135,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,5.0,needs_temperature_profile_match,blocked_missing_temperature_profile,blocked_missing_inputs,False,False,,,,,False,hydrostatic_pressure_assumed;phase_curve_methane_5ppt;permafrost_point_control_only;om222_not_digitized;not_hydrate_proof;temperature_profile_missing,blocked_missing_temperature_profile,blocked_missing_temperature_profile,not_training_ready_no_validated_hydrate_labels,not_available_in_public_scaffold,not_available_in_public_scaffold,feature_engineering_and_coverage_readiness_only,hydrate_presence_absence_label;hydrate_saturation_label;validated_model_training;sweet_spot_ranking,"baseline stability screen may be used as a physics-derived feature, not as hydrate occurrence or saturation ground truth"
2026-06-15.v1,public_ml_feature_scaffold_not_training_labels,one_public_well,1788,2191370,50029208450100,PRUDHOE BAY UNIT 13-14AXX,PRUDHOE BAY,PRUDHOE OIL,70.2164756,-148.49845383,Permit cancelled,50010201,1,True,,missing,,False,584,PBC,3.3495088972280915,permafrost_point_control_only,False,,False,,,,,,deepest_window_g10015_inventory,no_matching_g10015_profile_for_nearest_ggd223_code,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,,blocked_missing_depth,blocked_missing_depth,False,0.0,hydrostatic_freshwater_surface_absolute_v1,,5.8284086,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,5.0,missing_depth_or_permafrost_context,blocked_missing_depth,blocked_missing_inputs,False,False,,,,,False,hydrostatic_pressure_assumed;phase_curve_methane_5ppt;permafrost_point_control_only;om222_not_digitized;not_hydrate_proof,blocked_missing_depth,blocked_missing_public_depth,not_training_ready_no_validated_hydrate_labels,not_available_in_public_scaffold,not_available_in_public_scaffold,feature_engineering_and_coverage_readiness_only,hydrate_presence_absence_label;hydrate_saturation_label;validated_model_training;sweet_spot_ranking,"baseline stability screen may be used as a physics-derived feature, not as hydrate occurrence or saturation ground truth"
2026-06-15.v1,public_ml_feature_scaffold_not_training_labels,one_public_well,1787,1821710,50029208450000,PRUDHOE BAY UNIT 13-14,PRUDHOE BAY,PRUDHOE OIL,70.21647561,-148.49845386,"Oil well, single completion",50010201,1,True,2914.8024,TrueVertic,9563.0,True,584,PBC,3.349510209019026,permafrost_point_control_only,True,2330.8024,False,,,,,,deepest_window_g10015_inventory,no_matching_g10015_profile_for_nearest_ggd223_code,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,hydrostatic_freshwater_surface_absolute_v1,28.68577195596,5.8284086,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,5.0,needs_temperature_profile_match,blocked_missing_temperature_profile,blocked_missing_inputs,False,False,,,,,False,hydrostatic_pressure_assumed;phase_curve_methane_5ppt;permafrost_point_control_only;om222_not_digitized;not_hydrate_proof;temperature_profile_missing,blocked_missing_temperature_profile,blocked_missing_temperature_profile,not_training_ready_no_validated_hydrate_labels,not_available_in_public_scaffold,not_available_in_public_scaffold,feature_engineering_and_coverage_readiness_only,hydrate_presence_absence_label;hydrate_saturation_label;validated_model_training;sweet_spot_ranking,"baseline stability screen may be used as a physics-derived feature, not as hydrate occurrence or saturation ground truth"
2026-06-15.v1,public_ml_feature_scaffold_not_training_labels,one_public_well,1867,1822130,50029208830000,PRUDHOE BAY UNIT H-19,PRUDHOE BAY,PRUDHOE OIL,70.29875451,-148.84317687,Plugged & Abandoned,50010201,1,True,2793.492,TrueVertic,9165.0,True,619,PBF,3.3516503808382447,permafrost_point_control_only,True,2174.492,False,,,,,,deepest_window_g10015_inventory,no_matching_g10015_profile_for_nearest_ggd223_code,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,hydrostatic_freshwater_surface_absolute_v1,27.496123321800003,6.17164135,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,5.0,needs_temperature_profile_match,blocked_missing_temperature_profile,blocked_missing_inputs,False,False,,,,,False,hydrostatic_pressure_assumed;phase_curve_methane_5ppt;permafrost_point_control_only;om222_not_digitized;not_hydrate_proof;temperature_profile_missing,blocked_missing_temperature_profile,blocked_missing_temperature_profile,not_training_ready_no_validated_hydrate_labels,not_available_in_public_scaffold,not_available_in_public_scaffold,feature_engineering_and_coverage_readiness_only,hydrate_presence_absence_label;hydrate_saturation_label;validated_model_training;sweet_spot_ranking,"baseline stability screen may be used as a physics-derived feature, not as hydrate occurrence or saturation ground truth"
2026-06-15.v1,public_ml_feature_scaffold_not_training_labels,one_public_well,1868,1971540,50029208830100,PRUDHOE BAY UNIT H-19A,PRUDHOE BAY,PRUDHOE OIL,70.29875451,-148.84317687,Plugged & Abandoned,50010201,1,True,3271.1136,TrueVertic,10732.0,True,619,PBF,3.3516503808382447,permafrost_point_control_only,True,2652.1136,False,,,,,,deepest_window_g10015_inventory,no_matching_g10015_profile_for_nearest_ggd223_code,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,,blocked_no_temperature_profile,blocked_no_temperature_profile,False,0.0,hydrostatic_freshwater_surface_absolute_v1,32.17999118544,6.17164135,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,5.0,needs_temperature_profile_match,blocked_missing_temperature_profile,blocked_missing_inputs,False,False,,,,,False,hydrostatic_pressure_assumed;phase_curve_methane_5ppt;permafrost_point_control_only;om222_not_digitized;not_hydrate_proof;temperature_profile_missing,blocked_missing_temperature_profile,blocked_missing_temperature_profile,not_training_ready_no_validated_hydrate_labels,not_available_in_public_scaffold,not_available_in_public_scaffold,feature_engineering_and_coverage_readiness_only,hydrate_presence_absence_label;hydrate_saturation_label;validated_model_training;sweet_spot_ranking,"baseline stability screen may be used as a physics-derived feature, not as hydrate occurrence or saturation ground truth"
