object_id,permit_number,api_number,well_name,field,pool,current_status,driller_total_depth_ft,true_vertical_depth_ft,wellhead_latitude,wellhead_longitude,bottomhole_latitude,bottomhole_longitude,depth_basis,depth_basis_ft,depth_basis_m,hydrate_assessment_unit_count,hydrate_assessment_codes,within_hydrate_assessment_unit,nearest_ggd223_code,nearest_ggd223_well,nearest_permafrost_depth_m,nearest_ggd223_distance_km,well_depth_exceeds_nearest_permafrost_control,stability_context_flag
197,1700080,50029200590000,PRUDHOE BAY UNIT B-01,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",10125.0,9232.0,70.26859188,-148.67336958,70.262535,-148.689561,TrueVertic,9232.0,2813.9136000000003,1,50010201,True,PBG,BP 31-11-14,649,0.028353963026904377,True,public_context_candidate
242,2050490,50029200840100,PRUDHOE BAY UNIT F-02A,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",12155.0,9025.0,70.33497765,-148.76712765,70.32170021,-148.78196334,TrueVertic,9025.0,2750.82,1,50010201,True,PBH,BP 11-11-13,637,0.028833867149522564,True,public_context_candidate
177,1690910,50029200469500,PUT RIV 20-10-15XX,PRUDHOE BAY,PRUDHOE OIL,Permit expired,0.0,0.0,70.21175713,-148.41170719,70.2048006,-148.38994295,missing,,,1,50010201,True,PBC,BP 19-10-15,584,0.032082755438841336,False,needs_depth_or_permafrost_context
130,1680970,50029200060000,PUT RIVER 1,PRUDHOE BAY,PRUDHOE OIL,Plugged & Abandoned,9240.0,9240.0,70.27845918,-148.56632428,70.278492,-148.566153,TrueVertic,9240.0,2816.3520000000003,1,50010201,True,PBM,BP 27-11-14,619,0.03256287914133313,True,public_context_candidate
181,1691130,50029200490000,N PRUDHOE BAY ST 1,*EXPLORATORY,Unknown,Plugged & Abandoned,9610.0,9610.0,70.37661916,-148.52438001,70.37661916,-148.52438001,TrueVertic,9610.0,2929.128,1,50010201,True,PBE,ARCO NPBS #1,604,0.034594573613661736,True,public_context_candidate
6373,2141270,50029235240000,PRUDHOE BAY UNIT N-28,PRUDHOE BAY,PRUDHOE OIL,Water alt gas injection,10451.0,9168.0,70.3188395,-148.91039015,70.31009084,-148.88825686,TrueVertic,9168.0,2794.4064000000003,1,50010201,True,PBF,BP 08-11-13,619,0.035780805541823446,True,public_context_candidate
6211,2071450,50029233750000,PRUDHOE BAY UN B-37,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",10925.0,9116.0,70.26867748,-148.67337851,70.26801669,-148.62782565,TrueVertic,9116.0,2778.5568000000003,1,50010201,True,PBG,BP 31-11-14,649,0.03773582197679889,True,public_context_candidate
176,1690840,50029200450000,PRUDHOE BAY UNIT 18-10-15,PRUDHOE BAY,PRUDHOE OIL,Plugged & Abandoned,10195.0,9214.0,70.21175713,-148.4134813,70.219676,-148.430226,TrueVertic,9214.0,2808.4272,1,50010201,True,PBC,BP 19-10-15,584,0.03904672476510905,True,public_context_candidate
3724,1890150,50029219140000,MILNE PT UNIT C-20,MILNE POINT,KUPARUK RIVER OIL,"Oil well, single completion",8258.0,7506.0,70.49035723,-149.52322303,70.493253,-149.503805,TrueVertic,7506.0,2287.8288000000002,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.03930431098543657,True,public_context_candidate
784,1790280,50029203680000,PRUDHOE BAY UNIT B-17,PRUDHOE BAY,PRUDHOE OIL,Water alt gas injection,11375.0,9314.0,70.2679693,-148.67341164,70.276825,-148.706942,TrueVertic,9314.0,2838.9072,1,50010201,True,PBG,BP 31-11-14,649,0.03998747904715432,True,public_context_candidate
231,1700450,50029200790000,PRUDHOE BAY UNIT N-01,PRUDHOE BAY,PRUDHOE OIL,Plugged & Abandoned,9340.0,9332.0,70.31893782,-148.91033912,70.319028,-148.909746,TrueVertic,9332.0,2844.3936000000003,1,50010201,True,PBF,BP 08-11-13,619,0.04287740875652753,True,public_context_candidate
232,2041130,50029200790100,PRUDHOE BAY UNIT N-01A,PRUDHOE BAY,PRUDHOE OIL,Water alt gas injection,9750.0,8980.0,70.31894509,-148.91035859,70.3230764,-148.90635471,TrueVertic,8980.0,2737.1040000000003,1,50010201,True,PBF,BP 08-11-13,619,0.04395317350673975,True,public_context_candidate
6427,2170770,50029235770000,MILNE PT UNIT C-47,MILNE POINT,KUPARUK RIVER OIL,Suspended well,10115.0,7034.0,70.48985482,-149.52457836,70.50292205,-149.4916999,TrueVertic,7034.0,2143.9632,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.049939640848951215,True,public_context_candidate
1176,1810130,50029205560000,PRUDHOE BAY UNIT N-13,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",10140.0,9378.0,70.31822146,-148.91043377,70.325006,-148.922038,TrueVertic,9378.0,2858.4144,1,50010201,True,PBF,BP 08-11-13,619,0.05063318100337189,True,public_context_candidate
5638,2010780,50029230140000,MILNE PT UNIT C-41,MILNE POINT,SCHRADER BLUFF OIL,"Water injection, single completion",12087.0,4436.0,70.48977837,-149.52452079,70.463044,-149.502582,TrueVertic,4436.0,1352.0928000000001,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.05125484805697988,True,public_context_candidate
5639,2010790,50029230146000,MILNE PT UNIT C-41L1,MILNE POINT,SCHRADER BLUFF OIL,Plugged & Abandoned,14148.0,4339.0,70.48977837,-149.52452903,70.457643,-149.497921,TrueVertic,4339.0,1322.5272,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.051531141819918046,True,public_context_candidate
5640,2011220,50029230146100,MILNE PT UNIT C-41L2,MILNE POINT,SCHRADER BLUFF OIL,Plugged & Abandoned,13850.0,4367.0,70.48977837,-149.52452903,70.468757,-149.479706,TrueVertic,4367.0,1331.0616,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.051531141819918046,True,public_context_candidate
5398,2002130,50029228710000,MILNE PT UNIT C-40,MILNE POINT,KUPARUK RIVER OIL,"Oil well, single completion",11080.0,7409.0,70.48993401,-149.52467689,70.481898,-149.580062,TrueVertic,7409.0,2258.2632000000003,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.05160118778667116,True,public_context_candidate
5399,1980500,50029228719500,MILNE PT UNIT C-40XX,MILNE POINT,KUPARUK RIVER OIL,Permit expired,0.0,0.0,70.48993401,-149.52467689,70.48171063,-149.58089307,missing,,,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.05160118778667116,False,needs_depth_or_permafrost_context
2619,1850670,50029213280000,MILNE PT UNIT C-13,MILNE POINT,KUPARUK RIVER OIL,Plugged & Abandoned,8270.0,7313.0,70.49048829,-149.52347704,70.483691,-149.51105,TrueVertic,7313.0,2229.0024000000003,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.053696188098228466,True,public_context_candidate
2620,2231180,50029213280100,MILNE PT UNIT C-13A,MILNE POINT,KUPARUK RIVER OIL,"Oil well, single completion",10140.0,7163.0,70.49048829,-149.52347704,70.47891461,-149.5169349,TrueVertic,7163.0,2183.2824,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.053696188098228466,True,public_context_candidate
2528,1842410,50029212570000,MILNE PT UNIT C-06,MILNE POINT,KUPARUK RIVER OIL,Water alt gas injection,8900.0,7228.0,70.48969919,-149.52445509,70.480326,-149.498687,TrueVertic,7228.0,2203.0944,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.05387692191056522,True,public_context_candidate
2551,1850140,50029212770000,MILNE PT UNIT C-08,MILNE POINT,KUPARUK RIVER OIL,Water alt gas injection,9620.0,7133.0,70.49001319,-149.52475083,70.500836,-149.559867,TrueVertic,7133.0,2174.1384000000003,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.05392476710069191,True,public_context_candidate
2682,1851100,50029213640000,MILNE PT UNIT C-16,MILNE POINT,KUPARUK RIVER OIL,Suspended well,10400.0,7197.0,70.48954901,-149.52260625,70.476044,-149.482387,TrueVertic,7197.0,2193.6456000000003,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.05655684585947941,True,public_context_candidate
5365,1972480,50029228490000,MILNE PT UNIT C-39,MILNE POINT,KUPARUK RIVER OIL,Water alt gas injection,7922.0,7537.0,70.49008965,-149.52481658,70.488053,-149.539778,TrueVertic,7537.0,2297.2776,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.05725202276186435,True,public_context_candidate
243,1700580,50029200850000,PRUDHOE BAY UNIT F-03,PRUDHOE BAY,PRUDHOE OIL,Plugged & Abandoned,11320.0,9167.0,70.3352437,-148.76709787,70.327184,-148.729577,TrueVertic,9167.0,2794.1016,1,50010201,True,PBH,BP 11-11-13,637,0.05739992189544384,True,public_context_candidate
5872,2031390,50029231740000,PRUDHOE BAY UNIT PSI-05,PRUDHOE BAY,PRUDHOE OIL,"Water injection, single completion",10982.0,8680.0,70.31084538,-148.3148496,70.32186494,-148.34866684,TrueVertic,8680.0,2645.664,1,50010201,True,EBS,East Bay State #1,627,0.05783328638853169,True,public_context_candidate
244,2010530,50029200850100,PRUDHOE BAY UNIT F-03A,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",12364.0,9029.0,70.33525067,-148.76711206,70.326087,-148.722167,TrueVertic,9029.0,2752.0392,1,50010201,True,PBH,BP 11-11-13,637,0.05821651317377187,True,public_context_candidate
4379,1920530,50029222710000,PRUDHOE BAY UNIT N-24,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",10455.0,9223.0,70.31912255,-148.91034398,70.307373,-148.900663,TrueVertic,9223.0,2811.1704,1,50010201,True,PBF,BP 08-11-13,619,0.060859604646957395,True,public_context_candidate
207,1700200,50029200660000,PRUDHOE BAY UNIT B-02,PRUDHOE BAY,PRUDHOE OIL,Plugged & Abandoned,10755.0,9175.0,70.26889224,-148.67337269,70.262597,-148.641922,TrueVertic,9175.0,2796.54,1,50010201,True,PBG,BP 31-11-14,649,0.06123817952619436,True,public_context_candidate
208,1961110,50029200660100,PRUDHOE BAY UNIT B-02A,PRUDHOE BAY,PRUDHOE OIL,Suspended well,12283.0,9075.0,70.26889224,-148.67337269,70.266595,-148.620523,TrueVertic,9075.0,2766.06,1,50010201,True,PBG,BP 31-11-14,649,0.06123817952619436,True,public_context_candidate
5046,2051630,50029226480100,MILNE PT UNIT C-28A,MILNE POINT,KUPARUK RIVER OIL,Water alt gas injection,9430.0,7339.0,70.49016882,-149.52488228,70.50052818,-149.55085897,TrueVertic,7339.0,2236.9272,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.06173149147226946,True,public_context_candidate
5045,1960290,50029226480000,MILNE PT UNIT C-28,MILNE POINT,KUPARUK RIVER OIL,Plugged & Abandoned,8720.0,7361.0,70.49016883,-149.52488234,70.49685,-149.551766,TrueVertic,7361.0,2243.6328000000003,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.06173399595520195,True,public_context_candidate
882,1790970,50029204190000,W SAK 25655 14,KUPARUK RIVER,KUPARUK RIVER OIL,Plugged & Abandoned,6275.0,6275.0,70.29381219,-149.95081305,70.293739,-149.950805,TrueVertic,6275.0,1912.6200000000001,2,50010201; 50010202,True,WK14,West Sak River #14,464,0.061823677950687404,True,public_context_candidate
4767,1940890,50029224890000,MILNE PT UNIT C-22,MILNE POINT,KUPARUK RIVER OIL,Plugged & Abandoned,10065.0,7284.0,70.48947256,-149.52253233,70.475488,-149.492664,TrueVertic,7284.0,2220.1632,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.06524750503504041,True,public_context_candidate
4768,1951980,50029224890100,MILNE PT UNIT C-22A,MILNE POINT,KUPARUK RIVER OIL,"Oil well, single completion",9995.0,7254.0,70.48947256,-149.52253233,70.475341,-149.494661,TrueVertic,7254.0,2211.0192,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.06524750503504041,True,public_context_candidate
174,1690810,50029200430000,PUT RIV 17-10-15,PRUDHOE BAY,Unknown,Observation well,1050.0,1050.0,70.21175713,-148.41082014,70.219131,-148.389515,TrueVertic,1050.0,320.04,1,50010201,True,PBC,BP 19-10-15,584,0.06540886382418645,False,shallower_than_nearest_permafrost_control
5731,2020790,50029230820000,PRUDHOE BAY UNIT PSI-06,PRUDHOE BAY,PRUDHOE OIL,"Water injection, single completion",12145.0,8598.0,70.31086999,-148.31461483,70.32569043,-148.3586244,TrueVertic,8598.0,2620.6704,1,50010201,True,EBS,East Bay State #1,627,0.0668875921468317,True,public_context_candidate
6429,2170920,50029235790000,MILNE PT UNIT C-45,MILNE POINT,KUPARUK RIVER OIL,"Oil well, single completion",10262.0,7207.0,70.490248,-149.52496439,70.48242523,-149.47667683,TrueVertic,7207.0,2196.6936,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.0677004538676967,True,public_context_candidate
240,1700550,50029200830000,PRUDHOE BAY UNIT N-02,PRUDHOE BAY,PRUDHOE OIL,Information well,10931.0,9322.0,70.31921087,-148.91032575,70.307989,-148.900364,TrueVertic,9322.0,2841.3456,1,50010201,True,PBF,BP 08-11-13,619,0.06962699558723229,True,public_context_candidate
778,2090690,50029203650100,PRUDHOE BAY UNIT B-16A,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",11590.0,8936.0,70.26766622,-148.67341654,70.2692991,-148.65538407,TrueVertic,8936.0,2723.6928000000003,1,50010201,True,PBG,BP 31-11-14,649,0.0731419425722803,True,public_context_candidate
777,1790250,50029203650000,PRUDHOE BAY UNIT B-16,PRUDHOE BAY,PRUDHOE OIL,Plugged & Abandoned,10530.0,9248.0,70.26766621,-148.67341658,70.270557,-148.641413,TrueVertic,9248.0,2818.7904000000003,1,50010201,True,PBG,BP 31-11-14,649,0.07314310397494225,True,public_context_candidate
2552,1850150,50029212780000,MILNE PT UNIT C-10,MILNE POINT,KUPARUK RIVER OIL,Water alt gas injection,8505.0,7425.0,70.49032447,-149.52503838,70.497868,-149.512598,TrueVertic,7425.0,2263.1400000000003,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.07392030580251875,True,public_context_candidate
2506,1842430,50029212440100,MILNE PT UNIT C-05A,MILNE POINT,KUPARUK RIVER OIL,"Oil well, single completion",11200.0,7349.0,70.48936607,-149.52406926,70.489083,-149.58584,TrueVertic,7349.0,2239.9752000000003,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.07478433580408239,True,public_context_candidate
2505,1842280,50029212440000,MILNE PT UNIT C-05,MILNE POINT,KUPARUK RIVER OIL,Plugged & Abandoned,9510.0,7366.0,70.48936607,-149.52406932,70.492052,-149.566427,TrueVertic,7366.0,2245.1568,2,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.07478518973724428,True,public_context_candidate
5875,2031480,50029231770000,PRUDHOE BAY UNIT PSI-07,PRUDHOE BAY,PRUDHOE OIL,"Water injection, single completion",11383.0,8652.0,70.31089726,-148.31438793,70.32522897,-148.34225742,TrueVertic,8652.0,2637.1296,1,50010201,True,EBS,East Bay State #1,627,0.0759040653932356,True,public_context_candidate
4288,2231100,50029222150100,PRUDHOE BAY UNIT F-40AXX,PRUDHOE BAY,PRUDHOE OIL,Permit cancelled,,,70.33542116,-148.76709868,,,missing,,,1,50010201,True,PBH,BP 11-11-13,637,0.07675679267700085,False,needs_depth_or_permafrost_context
4287,1911170,50029222150000,PRUDHOE BAY UNIT F-40,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",10880.0,9180.0,70.33543365,-148.76709614,70.323928,-148.784997,TrueVertic,9180.0,2798.0640000000003,1,50010201,True,PBH,BP 11-11-13,637,0.0781130954781532,True,public_context_candidate
