object_id,permit_number,api_number,well_name,field,pool,current_status,driller_total_depth_ft,true_vertical_depth_ft,wellhead_latitude,wellhead_longitude,bottomhole_latitude,bottomhole_longitude,depth_basis,depth_basis_ft,depth_basis_m,hydrate_assessment_unit_count,hydrate_assessment_codes,within_hydrate_assessment_unit,nearest_ggd223_code,nearest_ggd223_well,nearest_permafrost_depth_m,nearest_ggd223_distance_km,well_depth_exceeds_nearest_permafrost_control,stability_context_flag
3023,1860420,50029215529500,PRUDHOE BAY UNIT C-31XX,PRUDHOE BAY,PRUDHOE OIL,Permit expired,0.0,0.0,70.29544779,-148.66784435,70.2909724,-148.61851565,missing,,,1,50010201,True,PBG,BP 31-11-14,649,2.977207260055508,False,needs_depth_or_permafrost_context
3463,1880060,50029217750000,PRUDHOE BAY UNIT C-31,PRUDHOE BAY,PRUDHOE OIL,Plugged & Abandoned,11740.0,9081.0,70.29545052,-148.66787677,70.292463,-148.614616,TrueVertic,9081.0,2767.8888,1,50010201,True,PBG,BP 31-11-14,649,2.9774177549936987,True,public_context_candidate
3464,1950060,50029217750100,PRUDHOE BAY UNIT C-31A,PRUDHOE BAY,PRUDHOE OIL,Plugged & Abandoned,13535.0,8994.0,70.29545052,-148.66787677,70.286602,-148.61178,TrueVertic,8994.0,2741.3712,1,50010201,True,PBG,BP 31-11-14,649,2.9774177549936987,True,public_context_candidate
3465,2030080,50029217750200,PRUDHOE BAY UNIT C-31B,PRUDHOE BAY,PRUDHOE OIL,Plugged & Abandoned,13688.0,9022.0,70.29545054,-148.66787675,70.28954981,-148.62679906,TrueVertic,9022.0,2749.9056,1,50010201,True,PBG,BP 31-11-14,649,2.977419993894727,True,public_context_candidate
3466,2161340,50029217750300,PRUDHOE BAY UNIT C-31C,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",13612.0,9027.0,70.29545054,-148.66787675,70.28939417,-148.63287093,TrueVertic,9027.0,2751.4296,1,50010201,True,PBG,BP 31-11-14,649,2.977419993894727,True,public_context_candidate
4496,1930200,50029223410000,KUPARUK RIV UNIT 1H-18,KUPARUK RIVER,KUPARUK RIVER OIL,"Water injection, single completion",8670.0,6907.0,70.3558817,-149.59749149,70.348147,-149.566781,TrueVertic,6907.0,2105.2536,2,50010201; 50010202,True,WSS1,West Sak State #1,551,2.9774430990362566,True,public_context_candidate
4593,1931390,50029224040000,PRUDHOE BAY UNIT X-29,PRUDHOE BAY,PRUDHOE OIL,Water alt gas injection,13085.0,9157.0,70.24132026,-148.66463008,70.240483,-148.729263,TrueVertic,9157.0,2791.0536,1,50010201,True,PBG,BP 31-11-14,649,2.977917227677237,True,public_context_candidate
1006,1800490,50029204710000,PRUDHOE BAY UNIT X-11,PRUDHOE BAY,PRUDHOE OIL,Plugged & Abandoned,9971.0,9679.0,70.24130831,-148.6649126,70.236047,-148.662415,TrueVertic,9679.0,2950.1592,1,50010201,True,PBG,BP 31-11-14,649,2.978019591996999,True,public_context_candidate
1007,1990780,50029204710100,PRUDHOE BAY UNIT X-11A,PRUDHOE BAY,PRUDHOE OIL,"Water injection, single completion",9768.0,8972.0,70.24130831,-148.6649126,70.235094,-148.662576,TrueVertic,8972.0,2734.6656000000003,1,50010201,True,PBG,BP 31-11-14,649,2.978019591996999,True,public_context_candidate
7295,1980370,50103202540000,KUPARUK RIV U TABS 2T-202,KUPARUK RIVER,TABASCO OIL,"Oil well, single completion",4427.0,3492.0,70.33043521,-150.00855668,70.33485594,-150.02090827,TrueVertic,3492.0,1064.3616,2,50010201; 50010202,True,WK11,West Sak River #11,470,2.9806532722132544,True,public_context_candidate
1002,2150230,50029204686000,PRUDHOE BAY UNIT X-12L1XX,PRUDHOE BAY,PRUDHOE OIL,Permit cancelled,,,70.24124824,-148.66577602,70.24063659,-148.65693525,missing,,,1,50010201,True,PBG,BP 31-11-14,649,2.9811486731340855,False,needs_depth_or_permafrost_context
2638,1850810,50029213390000,PRUDHOE BAY UNIT A-34,PRUDHOE BAY,PRUDHOE OIL,Plugged & Abandoned,9955.0,9202.0,70.26831882,-148.75099315,70.271952,-148.770193,TrueVertic,9202.0,2804.7696,1,50010201,True,PBG,BP 31-11-14,649,2.981673615665145,True,public_context_candidate
2639,1851050,50029213390100,PRUDHOE BAY UNIT A-34A,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",9382.0,9234.0,70.26831882,-148.75099315,70.270609,-148.742976,TrueVertic,9234.0,2814.5232,1,50010201,True,PBG,BP 31-11-14,649,2.981673615665145,True,public_context_candidate
1103,1801170,50029205150000,PRUDHOE BAY UNIT A-12,PRUDHOE BAY,PRUDHOE OIL,Plugged & Abandoned,9801.0,9553.0,70.26846901,-148.75099344,70.27175,-148.754806,TrueVertic,9553.0,2911.7544000000003,1,50010201,True,PBG,BP 31-11-14,649,2.981711742996433,True,public_context_candidate
1105,2071300,50029205150200,PRUDHOE BAY UNIT A-12A,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",10938.0,8911.0,70.26846901,-148.75099344,70.27451994,-148.76275255,TrueVertic,8911.0,2716.0728,1,50010201,True,PBG,BP 31-11-14,649,2.981711742996433,True,public_context_candidate
1104,2040790,50029205150100,PRUDHOE BAY UNIT A-12AXX,PRUDHOE BAY,PRUDHOE OIL,Permit expired,,,70.26846901,-148.75099344,70.2741049,-148.76210434,missing,,,1,50010201,True,PBG,BP 31-11-14,649,2.981711742996433,False,needs_depth_or_permafrost_context
6340,2121210,50029234750000,PRUDHOE BAY UNIT A-45XX,PRUDHOE BAY,PRUDHOE OIL,Permit cancelled,,,70.26884132,-148.75098613,70.27680815,-148.74514934,missing,,,1,50010201,True,PBG,BP 31-11-14,649,2.9818893912486546,False,needs_depth_or_permafrost_context
1785,2120420,50029208430300,PRUDHOE BAY UNIT C-27C,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",13534.0,9018.0,70.2955188,-148.66909216,70.28083479,-148.63654005,TrueVertic,9018.0,2748.6864,1,50010201,True,PBG,BP 31-11-14,649,2.9819687151718113,True,public_context_candidate
1001,1800440,50029204680000,PRUDHOE BAY UNIT X-12,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",9730.0,9559.0,70.24124005,-148.66578403,70.241888,-148.672458,TrueVertic,9559.0,2913.5832,1,50010201,True,PBG,BP 31-11-14,649,2.9820116949953057,True,public_context_candidate
1216,1810380,50029205750000,PRUDHOE BAY UNIT A-11,PRUDHOE BAY,PRUDHOE OIL,Water alt gas injection,10745.0,9497.0,70.26816864,-148.75100093,70.277281,-148.770144,TrueVertic,9497.0,2894.6856000000002,1,50010201,True,PBG,BP 31-11-14,649,2.9820360817105973,True,public_context_candidate
1419,1811590,50029206720000,PRUDHOE BAY UNIT A-13,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",9857.0,9225.0,70.26876664,-148.75099406,70.275943,-148.74346,TrueVertic,9225.0,2811.78,1,50010201,True,PBG,BP 31-11-14,649,2.9820571734374304,True,public_context_candidate
2597,1850510,50029213130000,PRUDHOE BAY UNIT A-35,PRUDHOE BAY,PRUDHOE OIL,Water alt gas injection,10122.0,9220.0,70.26861918,-148.75100186,70.273088,-148.730547,TrueVertic,9220.0,2810.2560000000003,1,50010201,True,PBG,BP 31-11-14,649,2.9821527346322365,True,public_context_candidate
2761,1851830,50029214100000,PRUDHOE BAY UNIT A-33,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",11510.0,9227.0,70.26801845,-148.75100062,70.269031,-148.799964,TrueVertic,9227.0,2812.3896,1,50010201,True,PBG,BP 31-11-14,649,2.982178692952932,True,public_context_candidate
2650,1850920,50029213479500,PRUDHOE BAY UNIT A-33XX,PRUDHOE BAY,PRUDHOE OIL,Permit cancelled,0.0,0.0,70.26801845,-148.75100062,70.27062343,-148.74152083,missing,,,1,50010201,True,PBG,BP 31-11-14,649,2.982178692952932,False,needs_depth_or_permafrost_context
1199,1810300,50029205680000,PRUDHOE BAY UNIT A-10,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",10620.0,9541.0,70.26786827,-148.7510003,70.269815,-148.779373,TrueVertic,9541.0,2908.0968000000003,1,50010201,True,PBG,BP 31-11-14,649,2.9824116397450333,True,public_context_candidate
4830,1941580,50029225300000,PRUDHOE BAY UNIT A-41,PRUDHOE BAY,PRUDHOE OIL,Plugged & Abandoned,10375.0,9243.0,70.2677727,-148.75100011,70.265186,-148.780343,TrueVertic,9243.0,2817.2664,1,50010201,True,PBG,BP 31-11-14,649,2.982607632791101,True,public_context_candidate
1167,1810070,50029205520000,PRUDHOE BAY UNIT A-09,PRUDHOE BAY,PRUDHOE OIL,Plugged & Abandoned,10100.0,9463.0,70.26756791,-148.75099968,70.268567,-148.72969,TrueVertic,9463.0,2884.3224,1,50010201,True,PBG,BP 31-11-14,649,2.9831503887957482,True,public_context_candidate
1168,2001740,50029205520100,PRUDHOE BAY UNIT A-09A,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",9925.0,8903.0,70.26756791,-148.75099968,70.267898,-148.726983,TrueVertic,8903.0,2713.6344,1,50010201,True,PBG,BP 31-11-14,649,2.9831503887957482,True,public_context_candidate
4501,2101850,50029223440100,PRUDHOE BAY UNIT A-39A,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",11755.0,8839.0,70.26746962,-148.75099137,70.27100025,-148.78338407,TrueVertic,8839.0,2694.1272000000004,1,50010201,True,PBG,BP 31-11-14,649,2.983159772483184,True,public_context_candidate
4500,1930280,50029223440000,PRUDHOE BAY UNIT A-39,PRUDHOE BAY,PRUDHOE OIL,Plugged & Abandoned,9585.0,9250.0,70.26746961,-148.75099139,70.269217,-148.764892,TrueVertic,9250.0,2819.4,1,50010201,True,PBG,BP 31-11-14,649,2.983160575368984,True,public_context_candidate
1418,1811580,50029206710000,PRUDHOE BAY UNIT 13-09,PRUDHOE BAY,PRUDHOE OIL,Water alt gas injection,11420.0,9613.0,70.21734121,-148.48832056,70.205281,-148.470237,TrueVertic,9613.0,2930.0424000000003,1,50010201,True,PBC,BP 19-10-15,584,2.983295902104472,True,public_context_candidate
1581,2160110,50029207550100,KUPARUK RIV UNIT 1H-07A,KUPARUK RIVER,KUPARUK RIVER OIL,"Water injection, single completion",9263.0,6712.0,70.35596636,-149.59750825,70.36355362,-149.58703603,TrueVertic,6712.0,2045.8176,2,50010201; 50010202,True,WSS1,West Sak State #1,551,2.9836505098065507,True,public_context_candidate
1582,2160120,50029207556000,KUPARUK RIV UNIT 1H-07AL1XX,KUPARUK RIVER,KUPARUK RIVER OIL,Permit expired,,,70.35596636,-149.59750825,70.36788149,-149.58848437,missing,,,2,50010201; 50010202,True,WSS1,West Sak State #1,551,2.9836505098065507,False,needs_depth_or_permafrost_context
6357,2131450,50029235020000,PRUDHOE BAY UNIT A-45,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",10735.0,8883.0,70.26732585,-148.75099107,70.27701021,-148.7445105,TrueVertic,8883.0,2707.5384,1,50010201,True,PBG,BP 31-11-14,649,2.983698401513016,True,public_context_candidate
1580,1820840,50029207550000,KUPARUK RIV UNIT 1H-07,KUPARUK RIVER,KUPARUK RIVER OIL,Plugged & Abandoned,8300.0,6959.0,70.35596635,-149.59751639,70.364503,-149.580569,TrueVertic,6959.0,2121.1032,2,50010201; 50010202,True,WSS1,West Sak State #1,551,2.983895081227848,True,public_context_candidate
1583,2161300,50029207556100,KUPARUK RIV UNIT 1H-07AL1-01XX,KUPARUK RIVER,KUPARUK RIVER OIL,Permit expired,,,70.35596636,-149.59751637,70.3663169,-149.5793766,missing,,,2,50010201; 50010202,True,WSS1,West Sak State #1,551,2.9838951531062987,False,needs_depth_or_permafrost_context
1009,1800520,50029204730000,PRUDHOE BAY UNIT X-13,PRUDHOE BAY,PRUDHOE OIL,Plugged & Abandoned,10900.0,9666.0,70.24118543,-148.66664754,70.24271,-148.697711,TrueVertic,9666.0,2946.1968,1,50010201,True,PBG,BP 31-11-14,649,2.9849298791923644,True,public_context_candidate
7232,1950320,50103202160000,KUPARUK RIV UNIT 2T-23,KUPARUK RIVER,KUPARUK RIVER OIL,"Oil well, single completion",12977.0,6116.0,70.33039425,-150.0085566,70.356418,-150.044171,TrueVertic,6116.0,1864.1568000000002,2,50010201; 50010202,True,WK11,West Sak River #11,470,2.9850202049416446,True,public_context_candidate
336,1740040,50029201320000,PRUDHOE BAY UNIT A-08,PRUDHOE BAY,PRUDHOE OIL,Water alt gas injection,9885.0,9066.0,70.26715832,-148.75100692,70.261934,-148.731226,TrueVertic,9066.0,2763.3168,1,50010201,True,PBG,BP 31-11-14,649,2.9850521607509726,True,public_context_candidate
1010,1930650,50029204730100,PRUDHOE BAY UNIT X-13A,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",10800.0,9177.0,70.24117827,-148.66664746,70.244006,-148.701492,TrueVertic,9177.0,2797.1496,1,50010201,True,PBG,BP 31-11-14,649,2.9857116243299546,True,public_context_candidate
335,1730410,50029201310000,PRUDHOE BAY UNIT A-07,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",11899.0,9068.0,70.26687434,-148.75100633,70.278913,-148.784472,TrueVertic,9068.0,2763.9264000000003,1,50010201,True,PBG,BP 31-11-14,649,2.9865505724952524,True,public_context_candidate
5095,1960860,50029226770000,PRUDHOE BAY UNIT A-43,PRUDHOE BAY,PRUDHOE OIL,"Oil well, single completion",10950.0,9194.0,70.26669512,-148.75099787,70.278937,-148.756326,TrueVertic,9194.0,2802.3312,1,50010201,True,PBG,BP 31-11-14,649,2.9873525602157716,True,public_context_candidate
