object_id,permit_number,api_number,well_name,field,pool,wellhead_latitude,wellhead_longitude,depth_basis,depth_basis_m,hydrate_assessment_codes,within_hydrate_assessment_unit,nearest_ggd223_code,nearest_ggd223_well,nearest_permafrost_depth_m,nearest_ggd223_distance_km,nearest_temperature_profile_code,nearest_temperature_profile_file,nearest_temperature_profile_well,nearest_temperature_profile_log_date,temperature_profile_count_for_code,temperature_profile_max_depth_m,temperature_profile_deepest_temperature_c,rough_geothermal_gradient_c_per_100m,temperature_profile_link_method,hydrostatic_pressure_mpa_at_depth_basis,hydrostatic_pressure_mpa_at_nearest_permafrost_control,hydrostatic_pressure_mpa_absolute_at_depth_basis,hydrostatic_pressure_mpa_absolute_at_nearest_permafrost_control,pressure_assumption_code,phase_curve_status,planned_phase_curve_id,planned_phase_curve_role,planned_phase_curve_allowed_use,planned_gas_composition_assumption,planned_gas_methane_mol_pct,planned_gas_ethane_mol_pct,planned_gas_propane_mol_pct,planned_gas_butane_plus_mol_pct,planned_salinity_ppt_assumption,stability_top_base_thickness_status,stability_input_readiness
234,2061010,50029200800100,PRUDHOE BAY UNIT F-01A,PRUDHOE BAY,PRUDHOE OIL,70.33470459,-148.7671433,TrueVertic,2757.2208,50010201,True,PBH,BP 11-11-13,637,0.0078540779927271,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,27.03909935832,6.24683605,27.14042435832,6.34816105,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
235,2130640,50029200800200,PRUDHOE BAY UNIT F-01B,PRUDHOE BAY,PRUDHOE OIL,70.33469757,-148.7671514,TrueVertic,2758.44,50010201,True,PBH,BP 11-11-13,637,0.0083703763068919,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,27.051055626,6.24683605,27.152380626,6.34816105,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
337,1740060,50029201330000,E BAY ST 1,PRUDHOE BAY,"PRUDHOE OIL, LISBURNE OIL",70.31059598,-148.31630151,TrueVertic,3226.6128000000003,50010201,True,EBS,East Bay State #1,627,0.00853474167019,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,31.642262415120005,6.14876955,31.743587415120004,6.25009455,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
165,1690640,50029200350000,PRUDHOE BAY UNIT TR PR 19-10-15,PRUDHOE BAY,PRUDHOE OIL,70.21175713,-148.41259425,TrueVertic,3008.376,50010201,True,PBC,BP 19-10-15,584,0.0105548747413246,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,29.5020905004,5.7270836,29.6034155004,5.8284086,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2646,1850880,50029213440000,MILNE PT UNIT C-14,MILNE POINT,KUPARUK RIVER OIL,70.49017428,-149.52318948,TrueVertic,2226.8688,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.0198350028246432,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,21.838122917520003,5.1975245,21.939447917520003,5.2988495,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2647,2240150,50029213440100,MILNE PT UNIT C-14A,MILNE POINT,KUPARUK RIVER OIL,70.49017428,-149.52318948,TrueVertic,2152.1928000000003,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.0198350028246432,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,21.105801522120004,5.1975245,21.207126522120003,5.2988495,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
160,1690530,50029200300000,SAG DELTA 31-10-16,PRUDHOE BAY,Unknown,70.18208844,-148.15848297,TrueVertic,4229.7096,50010201,True,PBL,BP 31-10-16,605,0.0220505929476848,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,41.47928164884,5.93302325,41.58060664884,6.03434825,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2671,1851030,50029213580000,MILNE PT UNIT C-15,MILNE POINT,KUPARUK RIVER OIL,70.48986302,-149.52289381,TrueVertic,2230.8312,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.022448421871108,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,21.87698078748,5.1975245,21.97830578748,5.2988495,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2672,2160700,50029213580100,MILNE PT UNIT C-15A,MILNE POINT,SAG RIVER OIL,70.48986028,-149.52289375,TrueVertic,2819.4,50010201; 50010202,True,CN19,Prudhoe Bay C-19,530,0.0226512996251666,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,27.648869010000002,5.1975245,27.75019401,5.2988495,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
5767,2021450,50029231040000,PRUDHOE BAY UNIT PSI-01,PRUDHOE BAY,PRUDHOE OIL,70.31074165,-148.31577307,TrueVertic,2640.4824000000003,50010201,True,EBS,East Bay State #1,627,0.0241482711486839,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,25.894286727960004,6.14876955,25.995611727960004,6.25009455,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
178,1691040,50029200470000,PRUDHOE BAY UNIT TR PR 33-12-13,PRUDHOE BAY,PRUDHOE OIL,70.35619845,-148.8356182,TrueVertic,2834.6400000000003,50010201,True,PBA,BP 33-12-13,662,0.0255058361316349,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,27.798322356000003,6.4920023,27.899647356000003,6.5933273,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
461,1760170,50029201990000,HIGHLAND ST 1,PRUDHOE BAY,PRUDHOE OIL,70.29189084,-149.21833319,TrueVertic,2880.36,50010201,True,NHST,N. Highland State,577,0.0267658084492433,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,28.246682394,5.65843705,28.348007394,5.75976205,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
1264,1810640,50029205940000,PRUDHOE BAY UNIT N-14,PRUDHOE BAY,PRUDHOE OIL,70.31851909,-148.91039152,TrueVertic,2875.1784,50010201,True,PBF,BP 08-11-13,619,0.0275505058256016,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,28.195868256359997,6.07031635,28.297193256359996,6.17164135,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
241,1700560,50029200840000,PRUDHOE BAY UNIT F-02,PRUDHOE BAY,PRUDHOE OIL,70.33497064,-148.76711296,TrueVertic,2855.976,50010201,True,PBH,BP 11-11-13,637,0.0279548688536998,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,28.007557040400002,6.24683605,28.1088820404,6.34816105,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
1266,2080800,50029205940200,PRUDHOE BAY UNIT N-14B,PRUDHOE BAY,PRUDHOE OIL,70.31851913,-148.9104118,TrueVertic,2673.096,50010201,True,PBF,BP 08-11-13,619,0.028273490562597,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,26.2141168884,6.07031635,26.3154418884,6.17164135,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
1265,1972110,50029205940100,PRUDHOE BAY UNIT N-14A,PRUDHOE BAY,PRUDHOE OIL,70.31851909,-148.91041193,TrueVertic,2789.2248,50010201,True,PBF,BP 08-11-13,619,0.0282797047875824,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,27.35295138492,6.07031635,27.45427638492,6.17164135,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
197,1700080,50029200590000,PRUDHOE BAY UNIT B-01,PRUDHOE BAY,PRUDHOE OIL,70.26859188,-148.67336958,TrueVertic,2813.9136000000003,50010201,True,PBG,BP 31-11-14,649,0.0283539630241074,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,27.595065805440004,6.36451585,27.696390805440004,6.46584085,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
242,2050490,50029200840100,PRUDHOE BAY UNIT F-02A,PRUDHOE BAY,PRUDHOE OIL,70.33497765,-148.76712765,TrueVertic,2750.82,50010201,True,PBH,BP 11-11-13,637,0.0288338671472601,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,26.976328953000003,6.24683605,27.077653953000002,6.34816105,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
177,1690910,50029200469500,PUT RIV 20-10-15XX,PRUDHOE BAY,PRUDHOE OIL,70.21175713,-148.41170719,missing,,50010201,True,PBC,BP 19-10-15,584,0.0320827554395832,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,,5.7270836,,5.8284086,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,missing_depth_or_permafrost_context
130,1680970,50029200060000,PUT RIVER 1,PRUDHOE BAY,PRUDHOE OIL,70.27845918,-148.56632428,TrueVertic,2816.3520000000003,50010201,True,PBM,BP 27-11-14,619,0.0325628791423612,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,27.618978340800002,6.07031635,27.7203033408,6.17164135,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
