object_id,permit_number,api_number,well_name,field,pool,wellhead_latitude,wellhead_longitude,depth_basis,depth_basis_m,hydrate_assessment_codes,within_hydrate_assessment_unit,nearest_ggd223_code,nearest_ggd223_well,nearest_permafrost_depth_m,nearest_ggd223_distance_km,nearest_temperature_profile_code,nearest_temperature_profile_file,nearest_temperature_profile_well,nearest_temperature_profile_log_date,temperature_profile_count_for_code,temperature_profile_max_depth_m,temperature_profile_deepest_temperature_c,rough_geothermal_gradient_c_per_100m,temperature_profile_link_method,hydrostatic_pressure_mpa_at_depth_basis,hydrostatic_pressure_mpa_at_nearest_permafrost_control,hydrostatic_pressure_mpa_absolute_at_depth_basis,hydrostatic_pressure_mpa_absolute_at_nearest_permafrost_control,pressure_assumption_code,phase_curve_status,planned_phase_curve_id,planned_phase_curve_role,planned_phase_curve_allowed_use,planned_gas_composition_assumption,planned_gas_methane_mol_pct,planned_gas_ethane_mol_pct,planned_gas_propane_mol_pct,planned_gas_butane_plus_mol_pct,planned_salinity_ppt_assumption,stability_top_base_thickness_status,stability_input_readiness
2919,1990770,50029214990100,KUPARUK RIV UNIT 3F-13A,KUPARUK RIVER,KUPARUK RIVER OIL,70.37262987,-149.9322029,TrueVertic,1890.6744,50010201; 50010202,True,WK11,West Sak River #11,470,2.823833360300519,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,18.54118210476,4.6091255,18.64250710476,4.7104505,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
163,1690590,50029200330000,PUT RIV 13-10-14,PRUDHOE BAY,Unknown,70.21559363,-148.48508921,TrueVertic,337.71840000000003,50010201,True,PBC,BP 19-10-15,584,2.826482922540904,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,3.3118861473600005,5.7270836,3.4132111473600006,5.8284086,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2889,1852730,50029214830000,KUPARUK RIV UNIT 3F-12,KUPARUK RIVER,KUPARUK RIVER OIL,70.37260256,-149.9320237,TrueVertic,1857.756,50010201; 50010202,True,WK11,West Sak River #11,470,2.827463287729477,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,18.2183628774,4.6091255,18.3196878774,4.7104505,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2893,2160610,50029214836300,KUPARUK RIV UNIT 3F-12L1-03,KUPARUK RIVER,KUPARUK RIVER OIL,70.37260256,-149.9320237,TrueVertic,1766.0112,50010201; 50010202,True,WK11,West Sak River #11,470,2.827463287729477,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,17.318653734479998,4.6091255,17.419978734479997,4.7104505,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2890,2160580,50029214836000,KUPARUK RIV UNIT 3F-12L1,KUPARUK RIVER,KUPARUK RIVER OIL,70.37260991,-149.93202378,TrueVertic,1795.5768,50010201; 50010202,True,WK11,West Sak River #11,470,2.8279484470099887,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,17.60859322572,4.6091255,17.70991822572,4.7104505,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2891,2160590,50029214836100,KUPARUK RIV UNIT 3F-12L1-01,KUPARUK RIVER,KUPARUK RIVER OIL,70.37260991,-149.93202378,TrueVertic,1782.1656,50010201; 50010202,True,WK11,West Sak River #11,470,2.8279484470099887,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,17.47707428124,4.6091255,17.57839928124,4.7104505,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2892,2160600,50029214836200,KUPARUK RIV UNIT 3F-12L1-02,KUPARUK RIVER,KUPARUK RIVER OIL,70.37260991,-149.93202378,TrueVertic,1786.4328,50010201; 50010202,True,WK11,West Sak River #11,470,2.8279484470099887,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,17.51892121812,4.6091255,17.62024621812,4.7104505,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2596,1850500,50029213120000,KUPARUK RIV UNIT 2V-12,KUPARUK RIVER,KUPARUK RIVER OIL,70.31796574,-149.9294622,TrueVertic,1870.2528,50010201; 50010202,True,WK14,West Sak River #14,464,2.828636267061902,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,18.34091462112,4.5502856000000005,18.44223962112,4.651610600000001,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
5099,1961020,50029226800000,KUPARUK RIV UNIT 3F-19,KUPARUK RIVER,KUPARUK RIVER OIL,70.37258891,-149.93192597,TrueVertic,1917.192,50010201; 50010202,True,WK11,West Sak River #11,470,2.829531680441557,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,18.8012309268,4.6091255,18.902555926799998,4.7104505,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
5100,2040160,50029226800100,KUPARUK RIV UNIT 3F-19A,KUPARUK RIVER,KUPARUK RIVER OIL,70.37258891,-149.93192597,TrueVertic,1914.4488,50010201; 50010202,True,WK11,West Sak River #11,470,2.829531680441557,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,18.77432932452,4.6091255,18.87565432452,4.7104505,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2560,1850210,50029212840000,KUPARUK RIV UNIT 2U-08,KUPARUK RIVER,KUPARUK RIVER OIL,70.34544652,-149.924567,TrueVertic,1892.1984,50010201; 50010202,True,WK11,West Sak River #11,470,2.830510322047333,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,18.55612743936,4.6091255,18.65745243936,4.7104505,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2888,1852720,50029214820000,KUPARUK RIV UNIT 3F-11,KUPARUK RIVER,KUPARUK RIVER OIL,70.37257526,-149.93182824,TrueVertic,1883.3592,50010201; 50010202,True,WK11,West Sak River #11,470,2.83160428536271,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,18.46944449868,4.6091255,18.57076949868,4.7104505,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2558,1850200,50029212830000,KUPARUK RIV UNIT 2U-07,KUPARUK RIVER,KUPARUK RIVER OIL,70.34528815,-149.92468716,TrueVertic,1876.3488,50010201; 50010202,True,WK11,West Sak River #11,470,2.8341667182452843,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,18.40069595952,4.6091255,18.50202095952,4.7104505,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2559,1850910,50029212830100,KUPARUK RIV UNIT 2U-07A,KUPARUK RIVER,KUPARUK RIVER OIL,70.34528815,-149.92468716,TrueVertic,1845.8688,50010201; 50010202,True,WK11,West Sak River #11,470,2.8341667182452843,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,18.10178926752,4.6091255,18.20311426752,4.7104505,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2887,1852710,50029214810000,KUPARUK RIV UNIT 3F-10,KUPARUK RIVER,KUPARUK RIVER OIL,70.37254522,-149.93164089,TrueVertic,1895.2464,50010201; 50010202,True,WK11,West Sak River #11,470,2.8353340049417963,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,18.58601810856,4.6091255,18.68734310856,4.7104505,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
1255,1810570,50029205890000,PRUDHOE BAY UNIT M-11,PRUDHOE BAY,PRUDHOE OIL,70.33774639,-148.95964851,TrueVertic,2855.3664000000003,50010201,True,PBF,BP 08-11-13,619,2.8364952458818955,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,28.001578906560002,6.07031635,28.10290390656,6.17164135,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
1388,1811340,50029206550000,KUPARUK RIV UNIT 1B-09,KUPARUK RIVER,KUPARUK RIVER OIL,70.3278685,-149.60279661,TrueVertic,2079.3456,50010201; 50010202,True,WSS1,West Sak State #1,551,2.837075316255238,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,20.391414528240002,5.4034641500000005,20.49273952824,5.504789150000001,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2576,1850320,50029212950000,KUPARUK RIV UNIT 2V-15,KUPARUK RIVER,KUPARUK RIVER OIL,70.31829341,-149.93180923,TrueVertic,1893.7224,50010201; 50010202,True,WK14,West Sak River #14,464,2.8374260772171804,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,18.57107277396,4.5502856000000005,18.67239777396,4.651610600000001,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2557,1850190,50029212820000,KUPARUK RIV UNIT 2U-06,KUPARUK RIVER,KUPARUK RIVER OIL,70.34512977,-149.92479919,TrueVertic,1874.8248,50010201; 50010202,True,WK11,West Sak River #11,470,2.838209096377052,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,18.38575062492,4.6091255,18.48707562492,4.7104505,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2886,1852700,50029214800000,KUPARUK RIV UNIT 3F-09,KUPARUK RIVER,KUPARUK RIVER OIL,70.37252065,-149.93146172,TrueVertic,1901.0376,50010201; 50010202,True,WK11,West Sak River #11,470,2.839190000815008,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,18.64281038004,4.6091255,18.74413538004,4.7104505,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2556,1850180,50029212810000,KUPARUK RIV UNIT 2U-05,KUPARUK RIVER,KUPARUK RIVER OIL,70.3449714,-149.92491934,TrueVertic,1862.6328,50010201; 50010202,True,WK11,West Sak River #11,470,2.842081791793703,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,18.266187948120002,4.6091255,18.36751294812,4.7104505,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
774,1790240,50029203640000,PRUDHOE BAY UNIT R-03,PRUDHOE BAY,PRUDHOE OIL,70.34544379,-148.90637879,TrueVertic,2874.5688,50010201,True,PBB,BP 04-11-13,640,2.8432500739855997,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,28.18989012252,6.276256,28.29121512252,6.377581,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
5296,1971550,50029227980000,KUPARUK RIV UNIT 2U-TAB01,KUPARUK RIVER,TABASCO OIL,70.34489222,-149.92497536,TrueVertic,1060.0944,50010201; 50010202,True,WK11,West Sak River #11,470,2.844195747820613,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,10.39597474776,4.6091255,10.49729974776,4.7104505,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
776,2101290,50029203640200,PRUDHOE BAY UNIT R-03B,PRUDHOE BAY,PRUDHOE OIL,70.3454511,-148.90640314,TrueVertic,2677.3632,50010201,True,PBB,BP 04-11-13,640,2.844475125385464,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,26.25596382528,6.276256,26.357288825279998,6.377581,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
775,1981710,50029203640100,PRUDHOE BAY UNIT R-03A,PRUDHOE BAY,PRUDHOE OIL,70.34545106,-148.90640325,TrueVertic,2708.7576,50010201,True,PBB,BP 04-11-13,640,2.8444759072854797,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,26.56383771804,6.276256,26.665162718039998,6.377581,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2595,1850490,50029213110000,KUPARUK RIV UNIT 2V-11,KUPARUK RIVER,KUPARUK RIVER OIL,70.31812957,-149.92946391,TrueVertic,1877.568,50010201; 50010202,True,WK14,West Sak River #14,464,2.845729513773702,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,18.4126522272,4.5502856000000005,18.513977227199998,4.651610600000001,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
4389,1920680,50029222770000,PRUDHOE BAY UNIT R-31,PRUDHOE BAY,PRUDHOE OIL,70.34542194,-148.90666278,TrueVertic,2799.588,50010201,True,PBB,BP 04-11-13,640,2.8505799786817274,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,27.454579660200004,6.276256,27.555904660200003,6.377581,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
4390,2021500,50029222770100,PRUDHOE BAY UNIT R-31A,PRUDHOE BAY,PRUDHOE OIL,70.34542194,-148.90666278,TrueVertic,2650.8456,50010201,True,PBB,BP 04-11-13,640,2.8505799786817274,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,25.99591500324,6.276256,26.09724000324,6.377581,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
2859,1852460,50029214640000,KUPARUK RIV UNIT 3F-08,KUPARUK RIVER,KUPARUK RIVER OIL,70.37243873,-149.93090788,TrueVertic,1932.432,50010201; 50010202,True,WK11,West Sak River #11,470,2.850807942763801,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,18.9506842728,4.6091255,19.0520092728,4.7104505,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
5107,1961120,50029226840000,KUPARUK RIV UNIT 3F-18,KUPARUK RIVER,KUPARUK RIVER OIL,70.37242508,-149.93080209,TrueVertic,1900.7328,50010201; 50010202,True,WK11,West Sak River #11,470,2.853172637524641,,,,,,,,,no_matching_g10015_profile_for_nearest_ggd223_code,18.63982131312,4.6091255,18.741146313119998,4.7104505,hydrostatic_freshwater_0p00980665_mpa_per_m_surface_0p101325_mpa,not_applied,methane_5ppt_sir2008_csmhyd_digitized_v1,baseline,official_public_baseline,100_percent_methane,100.0,0.0,0.0,0.0,5.0,not_calculated,needs_temperature_profile_match
