object_id,permit_number,api_number,well_name,temperature_model_id,temperature_model_depth_role,depth_m,temperature_model_c,temperature_model_method,temperature_extrapolated_below_profile,temperature_extrapolation_below_profile_m,temperature_model_status,temperature_profile_code,temperature_profile_file,temperature_profile_max_depth_m,temperature_gradient_c_per_100m,temperature_gradient_source,temperature_profile_link_method,stability_input_readiness,temperature_model_product_role,stability_top_base_thickness_status
784,1790280,50029203680000,PRUDHOE BAY UNIT B-17,g10015_profile_interpolation_v1,nearest_permafrost_control,649.0,,blocked_no_temperature_profile,False,0.0,blocked_no_temperature_profile,,,,,none,no_matching_g10015_profile_for_nearest_ggd223_code,needs_temperature_profile_match,temperature_input_only_not_stability_result,not_calculated
784,1790280,50029203680000,PRUDHOE BAY UNIT B-17,g10015_profile_interpolation_v1,depth_basis,2838.9072,,blocked_no_temperature_profile,False,0.0,blocked_no_temperature_profile,,,,,none,no_matching_g10015_profile_for_nearest_ggd223_code,needs_temperature_profile_match,temperature_input_only_not_stability_result,not_calculated
231,1700450,50029200790000,PRUDHOE BAY UNIT N-01,g10015_profile_interpolation_v1,nearest_permafrost_control,619.0,,blocked_no_temperature_profile,False,0.0,blocked_no_temperature_profile,,,,,none,no_matching_g10015_profile_for_nearest_ggd223_code,needs_temperature_profile_match,temperature_input_only_not_stability_result,not_calculated
231,1700450,50029200790000,PRUDHOE BAY UNIT N-01,g10015_profile_interpolation_v1,depth_basis,2844.3936000000003,,blocked_no_temperature_profile,False,0.0,blocked_no_temperature_profile,,,,,none,no_matching_g10015_profile_for_nearest_ggd223_code,needs_temperature_profile_match,temperature_input_only_not_stability_result,not_calculated
232,2041130,50029200790100,PRUDHOE BAY UNIT N-01A,g10015_profile_interpolation_v1,nearest_permafrost_control,619.0,,blocked_no_temperature_profile,False,0.0,blocked_no_temperature_profile,,,,,none,no_matching_g10015_profile_for_nearest_ggd223_code,needs_temperature_profile_match,temperature_input_only_not_stability_result,not_calculated
232,2041130,50029200790100,PRUDHOE BAY UNIT N-01A,g10015_profile_interpolation_v1,depth_basis,2737.1040000000003,,blocked_no_temperature_profile,False,0.0,blocked_no_temperature_profile,,,,,none,no_matching_g10015_profile_for_nearest_ggd223_code,needs_temperature_profile_match,temperature_input_only_not_stability_result,not_calculated
6427,2170770,50029235770000,MILNE PT UNIT C-47,g10015_profile_interpolation_v1,nearest_permafrost_control,530.0,,blocked_no_temperature_profile,False,0.0,blocked_no_temperature_profile,,,,,none,no_matching_g10015_profile_for_nearest_ggd223_code,needs_temperature_profile_match,temperature_input_only_not_stability_result,not_calculated
6427,2170770,50029235770000,MILNE PT UNIT C-47,g10015_profile_interpolation_v1,depth_basis,2143.9632,,blocked_no_temperature_profile,False,0.0,blocked_no_temperature_profile,,,,,none,no_matching_g10015_profile_for_nearest_ggd223_code,needs_temperature_profile_match,temperature_input_only_not_stability_result,not_calculated
1176,1810130,50029205560000,PRUDHOE BAY UNIT N-13,g10015_profile_interpolation_v1,nearest_permafrost_control,619.0,,blocked_no_temperature_profile,False,0.0,blocked_no_temperature_profile,,,,,none,no_matching_g10015_profile_for_nearest_ggd223_code,needs_temperature_profile_match,temperature_input_only_not_stability_result,not_calculated
1176,1810130,50029205560000,PRUDHOE BAY UNIT N-13,g10015_profile_interpolation_v1,depth_basis,2858.4144,,blocked_no_temperature_profile,False,0.0,blocked_no_temperature_profile,,,,,none,no_matching_g10015_profile_for_nearest_ggd223_code,needs_temperature_profile_match,temperature_input_only_not_stability_result,not_calculated
5638,2010780,50029230140000,MILNE PT UNIT C-41,g10015_profile_interpolation_v1,nearest_permafrost_control,530.0,,blocked_no_temperature_profile,False,0.0,blocked_no_temperature_profile,,,,,none,no_matching_g10015_profile_for_nearest_ggd223_code,needs_temperature_profile_match,temperature_input_only_not_stability_result,not_calculated
5638,2010780,50029230140000,MILNE PT UNIT C-41,g10015_profile_interpolation_v1,depth_basis,1352.0928,,blocked_no_temperature_profile,False,0.0,blocked_no_temperature_profile,,,,,none,no_matching_g10015_profile_for_nearest_ggd223_code,needs_temperature_profile_match,temperature_input_only_not_stability_result,not_calculated
5639,2010790,50029230146000,MILNE PT UNIT C-41L1,g10015_profile_interpolation_v1,nearest_permafrost_control,530.0,,blocked_no_temperature_profile,False,0.0,blocked_no_temperature_profile,,,,,none,no_matching_g10015_profile_for_nearest_ggd223_code,needs_temperature_profile_match,temperature_input_only_not_stability_result,not_calculated
